event,track,particle,tungsten_entry,tungsten_exit,sc1_entry,sc1_exit,sc2_entry,sc2_exit,sc3_entry,sc3_exit
1368,1,proton,1,1,1,1,1,1,1,1
1369,1,proton,1,1,1,1,1,1,1,1
1370,1,proton,1,1,1,1,1,0,0,0
1370,2,proton,0,0,0,0,0,1,1,1
1370,4,neutron,0,0,0,0,0,1,1,1
1370,5,pi+,0,0,0,0,0,1,1,1
1370,7,pi+,0,0,0,0,0,1,1,1
1370,8,pi-,0,0,0,0,0,1,1,0
1370,13,gamma,0,0,0,0,0,1,1,0
1370,14,gamma,0,0,0,0,0,1,0,0
1370,15,gamma,0,0,0,0,0,1,1,1
1370,16,gamma,0,0,0,0,0,1,1,1
1370,17,gamma,0,0,0,0,0,1,1,1
1370,18,gamma,0,0,0,0,0,1,1,0
1370,22,gamma,0,0,0,0,0,1,1,1
1370,23,gamma,0,0,0,0,0,1,1,1
1371,1,proton,1,1,1,1,1,1,1,1
1371,4,e-,0,0,0,0,0,0,0,1
1372,1,proton,1,1,1,1,1,1,1,1
1373,1,proton,1,1,1,1,1,1,1,1
1374,1,proton,1,1,1,1,1,1,1,1
1375,1,proton,1,1,1,1,1,1,1,1
1376,1,proton,1,1,1,1,1,1,1,0
1376,5,proton,0,0,0,0,0,0,0,1
1376,7,pi+,0,0,0,0,0,0,0,1
1376,8,neutron,0,0,0,0,0,0,0,1
1376,11,neutronG4WT0 > ,0,0,0,0,0,0,1,0
1376,12,pi-,0,0,0,0,0,0,0,1
1376,13,proton,0,0,0,0,0,0,0,1
1376,14,pi-,0,0,0,0,0,0,0,1
1376,16,pi+,0,0,0,0,0,0,0,1
1376,17,pi-,0,0,0,0,0,0,0,1
1376,19,pi+,0,0,0,0,0,0,0,1
1376,20,alpha,0,0,0,0,0,0,0,1
1376,23,gamma,0,1,1,1,1,1,1,0
1376,24,gamma,0,0,0,0,0,0,0,1
1376,25,gamma,0,0,0,0,0,0,0,1
1376,26,gamma,0,0,0,0,0,0,0,1
1376,27,gamma,0,0,0,0,0,0,0,1
1376,28,gamma,0,0,0,0,0,0,0,1
1376,29,gamma,0,0,0,0,0,0,0,1
1376,30,gamma,0,0,0,0,0,0,0,1
1377,1,proton,1,1,1,1,1,1,1,1
1377,6,e-,0,0,0,0,0,0,0,1
1378,1,proton,1,1,1,1,1,1,1,1
1378,4,e-,0,0,0,0,0,1,1,0
1379,1,proton,1,1,1,1,1,1,1,1
1380,1,proton,1,1,1,1,1,1,1,1
1381,1,proton,1,1,1,1,1,1,1,1
1382,1,proton,1,1,1,1,1,1,1,1
1382,4,e-,0,0,0,1,1,0,0,0
1382,5,e-,0,0,0,0,0,1,0,0
1383,1,proton,1,1,1,1,1,1,1,1
1384,1,proton,1,1,1,1,1,1,1,1
1385,1,proton,1,1,1,1,1,1,1,1
1386,1,proton,1,1,1,1,1,1,1,1
1386,6,e-,0,0,0,0,0,1,1,1
1387,1,proton,1,1,1,1,1,1,1,1
1388,1,proton,1,1,1,1,1,1,1,1
1389,1,proton,1,1,1,1,1,1,1,1
1390,1,proton,1,1,1,1,1,1,1,1
1391,1,proton,1,1,1,1,1,1,1,1
1392,1,proton,1,1,1,1,1,1,1,0
1393,1,proton,1,1,1,1,1,1,1,1
1394,1,proton,1,1,1,1,1,1,1,1
1395,1,proton,1,1,1,1,1,1,1,1
1395,2,e-,0,0,0,1,1,1,1,1
1396,1,proton,1,1,1,1,1,1,1,1
1397,1,proton,1,1,1,1,1,1,1,0
1398,1,proton,1,1,1,1,1,1,1,1
1398,2,e-,0,0,0,0,0,1,0,0
1399,1,proton,1,1,1,1,1,1,1,1
1401,1,proton,1,1,1,1,1,1,1,0
1402,1,proton,1,1,1,1,1,1,1,1
1403,1,proton,1,1,1,1,1,1,1,1
1403,2,e-,1,0,0,0,0,0,0,0
1404,1,proton,1,1,1,1,1,1,1,1
1405,1,proton,1,1,1,1,1,1,1,1
1406,1,proton,1,1,1,1,1,1,1,1
1406,2,e-,0,0,0,0,0,1,1,0
1407,1,proton,1,1,1,1,1,0,0,0
1407,3,neutron,0,0,0,0,0,1,1,1
1407,4,pi+,0,0,0,0,0,1,1,1
1407,5,pi-,0,0,0,0,0,1,0,0
1407,6,pi-,0,0,0,0,0,1,1,1
1407,7,proton,0,0,0,0,0,1,1,1
1407,9,neutron,0,0,0,0,1,0,0,0
1407,11,pi+,0,0,0,0,0,1,1,1
1407,12,proton,0,0,0,0,0,1,0,0
1407,16,gamma,0,0,0,0,0,1,1,1
1407,17,gamma,0,0,0,0,0,1,1,0
1407,18,gamma,0,0,0,0,0,1,1,1
1407,19,gamma,0,0,0,0,0,1,1,1
1408,1,proton,1,1,1,1,1,1,1,1
1409,1,proton,1,1,1,1,1,1,1,1
1410,1,proton,1,1,1,1,1,1,1,1
1411,1,proton,1,1,1,1,1,1,1,0
1412,1,proton,1,1,1,1,1,1,1,1
1412,5,e-,0,0,0,1,1,0,0,0
1412,6,e-,0,0,0,0,0,1,1,1
1413,1,proton,1,1,1,1,1,1,1,1
1413,2,e-,0,0,0,1,0,0,0,0
1414,1,proton,1,1,1,1,1,1,1,1
1415,1,proton,1,1,1,1,1,1,1,1
1416,1,proton,1,1,1,1,1,1,1,1
1417,1,proton,1,1,1,1,1,1,1,0
1418,1,proton,1,1,1,1,1,1,1,1
1419,1,proton,1,1,1,1,1,1,1,1
1420,1,proton,1,1,1,1,1,1,1,1
1421,1,proton,1,1,1,1,1,1,1,1
1422,1,proton,1,1,1,1,1,1,1,1
1423,1,proton,1,1,1,1,1,0,0,0
1423,3,neutron,0,0,0,0,0,1,1,1
1423,4,pi+,0,0,0,0,0,1,0,0
1423,5,neutron,0,0,0,0,0,1,1,0
1423,7,pi+,0,0,0,0,0,1,1,0
1423,8,pi+,0,0,0,0,0,1,0,0
1423,11,neutron,0,0,0,0,0,1,0,0
1423,12,neutron,0,0,0,1,1,0,0,0
1423,19,gamma,0,0,0,0,0,1,1,0
1423,20,gamma,0,0,0,0,0,1,1,1
1424,1,proton,1,1,1,1,1,1,1,0
1424,4,neutron,0,0,0,0,0,0,0,1
1424,5,pi+,0,0,0,0,0,0,0,1
1424,6,neutron,0,0,0,0,0,0,0,1
1424,7,proton,0,0,0,0,0,0,0,1
1424,10,pi+,0,0,0,0,0,0,0,1
1424,11,neutron,0,1,1,1,1,1,1,0
1424,12,alpha,0,0,0,0,0,0,0,1
1424,13,alpha,0,0,0,0,0,0,0,1
1424,14,e-,0,0,0,0,0,0,0,1
1424,15,e-,0,0,0,0,0,0,0,1
1424,16,e-,0,0,0,0,0,0,0,1
1424,17,e-,0,0,0,0,0,0,0,1
1424,18,gamma,0,0,0,0,0,0,0,1
1424,19,gamma,0,0,0,0,0,0,0,1
1425,1,proton,1,1,1,1,1,1,1,1
1426,1,proton,1,1,1,1,1,1,1,1
1427,1,proton,1,1,1,1,1,1,1,1
1427,5,e-,0,0,0,0,0,0,0,1
1428,1,proton,1,1,1,1,1,1,1,1
1428,2,e-,0,1,0,0,0,0,0,0
1429,1,proton,1,1,1,1,1,1,1,1
1430,1,proton,1,1,1,1,1,1,1,1
1431,1,proton,1,1,1,1,1,1,1,1
1432,1,proton,1,1,1,1,1,1,1,1
1432,3,e-,0,0,0,1,1,1,1,1
1432,5,gamma,0,0,0,0,0,0,0,1
1433,1,proton,1,1,1,1,1,1,1,1
1434,1,proton,1,1,1,1,1,1,1,0
1435,1,proton,1,1,1,1,1,1,1,1
1436,1,proton,1,1,1,1,1,1,1,1
1437,1,proton,1,1,1,1,1,1,1,0
1438,1,proton,1,1,1,1,1,1,1,0
1439,1,proton,1,1,1,1,1,1,1,0
1440,1,proton,1,1,1,1,1,1,1,1
1440,5,gamma,0,0,1,0,0,0,0,0
1441,1,proton,1,1,1,1,1,1,1,1
1442,1,proton,1,1,1,1,1,1,1,1
1443,1,proton,1,1,1,1,1,1,1,1
1444,1,proton,1,1,1,1,1,1,1,1
1445,1,proton,1,1,1,1,1,1,1,1
1446,1,proton,1,1,1,1,1,1,1,1
1447,1,proton,1,1,1,1,1,1,1,1
1447,2,e-,0,0,0,0,0,1,1,0
1448,1,proton,1,1,1,1,1,1,1,1
1448,3,e-,0,0,0,1,1,0,0,0
1449,1,proton,1,1,1,1,1,1,1,1
1449,6,e-,0,0,0,0,0,0,0,1
1450,1,proton,1,1,1,1,1,1,1,1
1451,1,proton,1,1,1,1,1,1,1,1
1452,1,proton,1,1,1,1,1,1,1,1
1453,1,proton,1,1,1,1,1,1,1,1
1454,1,proton,1,1,1,1,1,1,1,0
1454,2,proton,0,0,0,0,0,0,0,1
1454,3,pi-,0,0,0,0,0,0,0,1
1454,4,pi+,0,0,0,0,0,0,0,1
1454,5,pi-,0,0,0,0,0,0,0,1
1454,6,pi+,0,0,0,0,0,0,0,1
1454,7,pi-,0,0,0,0,0,0,0,1
1454,8,proton,0,0,0,0,0,0,0,1
1454,9,pi+,0,0,0,0,0,0,0,1
1454,10,proton,0,0,0,0,0,0,0,1
1455,1,proton,1,1,1,1,1,1,1,1
1456,1,proton,1,1,1,1,1,1,1,1
1457,1,proton,1,1,1,1,1,1,1,1
1458,1,proton,1,1,1,1,1,1,1,1
1459,1,proton,1,1,1,1,1,1,1,1
1460,1,proton,1,1,1,1,1,1,1,0
1461,1,proton,1,1,1,1,1,1,1,1
1462,1,proton,1,1,1,0,0,0,0,0
1462,4,proton,0,0,0,1,1,1,1,1
1462,6,proton,0,0,0,1,1,1,1,0
1462,7,neutron,0,0,0,1,1,1,1,1
1463,1,proton,1,1,1,1,1,1,1,1
1463,5,e-,0,0,0,0,0,0,0,1
1464,1,proton,1,1,1,1,1,1,1,1
1464,3,e-,0,0,0,0,0,1,1,1
1465,1,proton,1,1,1,1,1,1,1,1
1465,4,e-,0,0,0,0,0,0,0,1
1465,5,e-,0,0,0,0,0,0,0,1
1466,1,proton,1,1,1,1,1,1,1,1
1467,1,proton,1,1,1,1,1,1,1,0
1468,1,proton,1,1,1,1,1,1,1,0
1468,4,proton,0,0,0,0,0,0,0,1
1468,5,neutron,0,0,0,0,0,0,0,1
1468,6,neutron,0,0,0,0,0,0,1,0
1468,7,proton,0,0,0,0,0,0,0,1
1468,11,e-,0,0,0,0,0,0,0,1
1469,1,proton,1,1,1,1,1,1,1,1
1471,1,proton,1,1,1,1,1,1,1,1
1472,1,proton,1,1,1,1,1,1,1,1
1473,1,proton,1,1,1,1,1,1,1,1
1474,1,proton,1,1,1,1,1,1,1,1
1475,1,proton,1,1,1,1,1,1,1,0
1475,7,neutron,0,0,0,0,0,0,0,1
1475,8,pi+,0,0,0,0,0,0,0,1
1475,9,neutron,0,0,0,0,0,0,0,1
1475,11,pi+,0,0,0,0,0,0,0,1
1475,13,proton,0,0,0,0,0,1,1,0
1475,14,proton,0,0,0,0,0,0,1,0
1475,15,pi-,0,0,0,0,0,0,0,1
1475,17,pi+,0,0,0,0,1,1,1,0
1475,18,pi-,0,0,0,0,0,0,0,1
1475,21,He3,0,0,0,0,0,0,1,0
1475,22,alpha,0,0,0,0,0,0,0,1
1475,23,e-,0,0,0,0,0,0,1,0
1475,24,e-,0,0,0,0,0,0,1,0
1475,29,gamma,0,0,0,1,1,1,1,0
1475,30,e-,0,0,0,0,0,0,0,1
1475,31,e+,0,0,0,0,0,0,0,1
1475,33,e-,0,0,0,0,0,0,1,0
1475,35,gamma,0,0,0,0,0,0,0,1
1475,36,gamma,0,0,0,0,0,0,0,1
1476,1,proton,1,1,1,1,1,1,1,1
1476,4,e-,0,0,0,1,1,0,0,0
1477,1,proton,1,1,1,1,1,1,1,1
1478,1,proton,1,1,1,1,1,1,1,1
1479,1,proton,1,1,1,1,1,1,1,1
1479,3,e-,0,0,0,0,0,0,0,1
1480,1,proton,1,1,1,1,1,1,1,1
1481,1,proton,1,1,1,1,1,1,1,1
1482,1,proton,1,1,1,1,1,1,1,1
1483,1,proton,1,1,1,1,1,1,1,1
1484,1,proton,1,1,1,1,1,1,1,1
1485,1,proton,1,1,1,1,1,1,1,1
1486,1,proton,1,1,1,1,1,1,1,0
1487,1,proton,1,1,1,1,1,1,1,1
1488,1,proton,1,1,1,1,1,1,1,1
1489,1,proton,1,1,1,1,1,1,1,1
1490,1,proton,1,1,1,1,1,1,1,1
1490,3,e-,0,0,1,0,0,0,0,0
1491,1,proton,1,1,1,1,1,1,1,1
1492,1,proton,1,1,1,1,1,1,1,1
1492,5,e-,0,0,1,0,0,0,0,0
1493,1,proton,1,1,1,1,1,1,1,1
1493,6,e-,0,0,0,1,1,1,1,0
1494,1,proton,1,1,1,1,1,1,1,1
1494,3,e-,0,0,1,0,0,0,0,0
1494,5,e-,0,0,1,0,0,0,0,0
1495,1,proton,1,1,1,1,1,1,1,0
1496,1,proton,1,1,1,1,1,1,1,1
1497,1,proton,1,1,1,1,1,1,1,1
1498,1,proton,1,1,1,1,1,1,1,1
1498,5,e-,0,0,0,0,0,1,0,0
1499,1,proton,1,1,1,1,1,1,1,1
1499,4,e-,0,0,0,0,0,1,1,1
1499,6,gamma,0,0,0,0,0,0,0,1
1501,1,proton,1,1,1,1,1,1,1,1
1501,4,e-,0,0,0,1,1,0,0,0
1502,1,proton,1,1,1,1,1,1,1,0
1503,1,proton,1,1,1,1,1,1,1,1
1503,3,e-,0,0,0,0,0,0,0,1
1504,1,proton,1,1,1,1,1,1,1,1
1504,3,e-,0,1,0,0,0,0,0,0
1505,1,proton,1,1,1,1,1,1,1,1
1506,1,proton,1,1,1,1,1,1,1,1
1507,1,proton,1,1,1,1,1,1,1,0
1508,1,proton,1,1,1,1,1,1,1,1
1509,1,proton,1,1,1,1,1,1,1,1
1509,3,e-,0,0,0,1,1,0,0,0
1510,1,proton,1,1,1,1,1,1,1,1
1511,1,proton,1,1,1,1,1,1,1,1
1511,5,e-,0,0,0,0,0,0,0,1
1512,1,proton,1,1,1,1,1,1,1,1
1513,1,proton,1,1,1,1,1,1,1,1
1513,4,e-,0,0,0,0,0,1,0,0
1514,1,proton,1,1,1,1,1,1,1,1
1514,2,e-,0,0,0,1,0,0,0,0
1514,3,e-,0,0,0,1,0,0,0,0
1515,1,proton,1,1,1,1,1,1,1,1
1516,1,proton,1,1,1,1,1,1,1,1
1516,6,e-,0,0,0,1,1,0,0,0
1516,8,e-,0,0,0,0,0,0,0,1
1516,10,gamma,0,0,0,1,0,0,0,0
1516,11,gamma,0,0,0,1,1,0,0,0
1517,1,proton,1,1,1,1,1,1,1,1
1518,1,proton,1,1,1,1,1,1,1,0
1519,1,proton,1,1,1,1,1,1,1,0
1520,1,proton,1,1,1,1,1,1,1,1
1520,2,e-,0,0,0,0,0,1,1,0
1520,4,gamma,0,0,0,0,0,0,0,1
1521,1,proton,1,1,1,1,1,1,1,0
1521,6,e-,0,1,1,0,0,0,0,0
1522,1,proton,1,1,1,1,1,1,1,1
1523,1,proton,1,1,1,1,1,1,1,1
1524,1,proton,1,1,1,1,1,1,1,1
1524,4,e-,0,1,0,0,0,0,0,0
1525,1,proton,1,1,1,1,1,1,1,1
1526,1,proton,1,1,1,1,1,1,1,1
1526,6,e-,0,0,0,0,0,0,0,1
1526,7,e-,0,0,0,0,0,0,0,1
1527,1,proton,1,1,1,1,1,1,1,1
1527,2,e-,0,0,0,0,0,1,0,0
1528,1,proton,1,1,1,1,1,1,1,0
1529,1,proton,1,1,1,1,1,1,1,1
1530,1,proton,1,1,1,1,1,1,1,1
1531,1,proton,1,1,1,1,1,1,1,1
1531,4,e-,0,0,0,1,1,1,1,0
1532,1,proton,1,1,1,1,1,1,1,1
1533,1,proton,1,1,1,1,1,1,1,1
1534,1,proton,1,1,1,1,1,1,1,1
1535,1,proton,1,1,1,1,1,1,1,1
1536,1,proton,1,1,1,1,1,1,1,1
1536,3,e-,0,0,0,1,1,1,0,0
1536,5,gamma,0,0,0,0,0,1,0,0
1537,1,proton,1,1,1,1,1,1,1,1
1538,1,proton,1,1,1,1,1,1,1,0
1538,4,e-,0,0,0,1,1,0,0,0
1539,1,proton,1,1,1,1,1,1,1,1
1540,1,proton,1,1,1,1,1,1,1,1
1541,1,proton,1,1,1,1,1,1,1,0
1542,1,proton,1,1,1,1,1,1,1,1
1542,2,e-,0,0,1,0,0,0,0,0
1542,7,e-,0,0,1,0,0,0,0,0
1543,1,proton,1,1,1,0,0,0,0,0
1543,2,neutron,0,0,0,1,1,1,1,1
1543,4,pi-,0,0,0,1,1,1,1,1
1543,5,pi-,0,0,0,1,1,1,1,1
1543,6,proton,0,0,1,0,0,0,0,0
1543,7,proton,0,0,0,1,1,1,1,1
1543,8,pi+,0,0,0,1,0,0,0,0
1543,9,proton,0,0,0,1,0,0,0,0
1543,10,pi+,0,0,0,1,0,0,0,0
1543,11,proton,0,0,0,1,1,1,1,1
1543,12,alpha,0,1,1,0,0,0,0,0
1543,13,triton,0,0,0,1,0,0,0,0
1543,14,neutron,0,0,0,1,0,0,0,0
1543,15,e-,0,0,0,1,0,0,0,0
1543,16,e-,0,0,1,0,0,0,0,0
1543,17,e-,0,1,0,0,0,0,0,0
1543,18,e-,0,1,0,0,0,0,0,0
1543,24,gamma,0,1,1,0,0,0,0,0
1543,25,gamma,0,0,0,1,1,1,1,1
1544,1,proton,1,1,1,1,1,1,1,1
1545,1,proton,1,1,1,1,1,1,1,1
1546,1,proton,1,1,1,1,1,1,1,1
1547,1,proton,1,1,1,1,1,1,1,1
1548,1,proton,1,1,1,1,1,1,1,1
1549,1,proton,1,1,1,1,1,1,1,0
1550,1,proton,1,1,1,1,1,1,1,1
1550,4,e-,0,0,0,0,0,1,0,0
1551,1,proton,1,1,1,1,1,1,1,1
1552,1,proton,1,1,1,1,1,1,1,1
1552,4,e-,0,0,0,1,1,0,0,0
1552,5,e-,0,0,0,0,0,1,1,0
1553,1,proton,1,1,1,1,1,1,1,0
1554,1,proton,1,1,1,1,1,1,1,1
1555,1,proton,1,1,1,1,1,1,1,1
1556,1,proton,1,1,1,1,1,1,1,1
1557,1,proton,1,1,1,1,1,1,1,1
1558,1,proton,1,1,1,1,1,1,1,1
1559,1,proton,1,1,1,1,1,1,1,1
1560,1,proton,1,1,1,1,1,1,1,1
1561,1,proton,1,1,1,1,1,1,1,1
1561,5,e-,0,1,0,0,0,0,0,0
1561,7,e-,0,1,0,0,0,0,0,0
1562,1,proton,1,1,1,1,1,1,1,1
1563,1,proton,1,1,1,1,1,1,1,1
1564,1,proton,1,1,1,1,1,1,1,1
1565,1,proton,1,1,1,1,1,1,1,0
1566,1,proton,1,1,1,1,1,1,1,1
1566,2,e-,1,0,0,0,0,0,0,0
1567,1,proton,1,1,1,1,1,1,1,1
1568,1,proton,1,1,1,1,1,1,1,1
1569,1,proton,1,1,1,1,1,1,1,1
1570,1,proton,1,1,1,1,1,1,1,1
1570,2,e-,0,0,1,0,0,0,0,0
1571,1,proton,1,1,1,1,1,1,1,1
1572,1,proton,1,1,1,1,1,1,1,1
1573,1,proton,1,1,1,1,1,1,1,1
1574,1,proton,1,1,1,1,1,1,1,0
1575,1,proton,1,1,1,1,1,1,1,1
1575,4,e-,0,0,0,0,0,0,0,1
1575,5,e-,0,0,0,0,0,0,0,1
1576,1,proton,1,1,1,1,1,1,1,1
1577,1,proton,1,1,1,1,1,1,1,1
1578,1,proton,1,1,1,1,1,1,1,1
1578,4,e-,0,0,0,1,1,0,0,0
1579,1,proton,1,1,1,1,1,1,1,1
1580,1,proton,1,1,1,1,1,1,1,1
1581,1,proton,1,1,1,1,1,1,1,1
1582,1,proton,1,1,1,1,1,1,1,1
1582,3,e-,0,0,0,1,1,0,0,0
1583,1,proton,1,1,1,1,1,1,1,1
1584,1,proton,1,1,1,1,1,1,1,1
1585,1,proton,1,1,1,1,1,1,1,1
1585,5,e-,0,1,0,0,0,0,0,0
1587,1,proton,1,1,1,1,1,1,1,1
1588,1,proton,1,1,1,1,1,1,1,1
1589,1,proton,1,1,1,1,1,1,1,1
1589,2,e-,1,0,0,0,0,0,0,0
1589,5,e-,0,0,0,0,1,0,0,0
1590,1,proton,1,1,1,1,1,1,1,1
1590,3,e-,0,0,0,0,0,1,1,0
1591,1,proton,1,1,1,1,1,1,1,1
1592,1,proton,1,1,1,1,1,1,1,1
1593,1,proton,1,1,1,1,1,1,1,1
1594,1,proton,1,1,1,1,1,1,1,1
1595,1,proton,1,1,1,1,1,1,1,1
1596,1,proton,1,1,1,1,1,1,1,1
1597,1,proton,1,1,1,1,1,1,1,1
1597,2,e-,1,0,0,0,0,0,0,0
1598,1,proton,1,1,1,1,1,1,1,1
1599,1,proton,1,1,1,1,1,1,1,1
1599,2,e-,1,0,0,0,0,0,0,0
1599,7,e-,0,0,0,0,0,1,0,0
1601,1,proton,1,1,1,1,1,1,1,1
1602,1,proton,1,1,1,1,1,1,1,1
1603,1,proton,1,1,1,1,1,1,1,1
1604,1,proton,1,1,1,1,1,1,1,1
1605,1,proton,1,1,1,1,1,1,1,1
1606,1,proton,1,1,1,1,1,1,1,1
1607,1,proton,1,1,1,1,1,0,0,0
1607,5,neutron,0,0,0,0,0,1,1,1
1607,6,pi+,0,0,0,0,0,1,0,0
1607,7,proton,0,0,0,0,0,1,1,0
1607,8,pi-,0,0,0,0,0,1,1,1
1607,9,neutron,0,0,0,0,0,1,1,0
1607,10,pi+,0,0,0,0,0,1,1,1
1607,11,proton,0,1,1,1,1,0,0,0
1607,12,neutron,0,0,0,0,0,1,0,0
1607,15,proton,0,0,0,0,0,0,0,1
1607,16,proton,0,0,0,0,0,0,0,1
1607,21,e-,0,0,0,0,0,0,0,1
1608,1,proton,1,1,1,1,1,1,1,1
1609,1,proton,1,1,1,1,1,1,1,0
1610,1,proton,1,1,1,1,1,1,1,1
1611,1,proton,1,1,1,1,1,1,1,1
1612,1,proton,1,1,1,1,1,1,1,1
1612,5,gamma,0,0,0,1,0,0,0,0
1613,1,proton,1,1,1,1,1,1,1,1
1614,1,proton,1,1,1,1,1,1,1,1
1614,4,e-,0,0,0,0,0,1,0,0
1615,1,proton,1,1,1,1,1,1,1,1
1616,1,proton,1,1,1,1,1,1,1,1
1617,1,proton,1,1,1,1,1,1,1,0
1618,1,proton,1,1,1,1,1,1,1,1
1619,1,proton,1,1,1,1,1,1,1,1
1620,1,proton,1,1,1,1,1,1,1,1
1621,1,proton,1,1,1,1,1,1,1,1
1622,1,proton,1,1,1,1,1,1,1,0
1623,1,proton,1,1,1,1,1,1,1,0
1624,1,proton,1,1,1,1,1,1,1,1
1625,1,proton,1,1,1,1,1,1,1,1
1626,1,proton,1,1,1,1,1,1,1,1
1626,5,e-,0,0,0,0,0,1,0,0
1627,1,proton,1,1,1,1,1,1,1,1
1628,1,proton,1,1,1,1,1,1,1,1
1629,1,proton,1,1,1,1,1,1,1,1
1630,1,proton,1,1,1,1,1,1,1,1
1630,3,e-,0,0,0,0,0,0,0,1
1631,1,proton,1,1,1,1,1,1,1,1
1631,3,e-,0,0,0,0,0,1,1,0
1632,1,proton,1,1,1,1,1,1,1,0
1632,3,neutron,0,0,0,0,0,0,0,1
1632,7,neutron,0,0,0,0,0,0,1,0
1633,1,proton,1,1,1,1,1,1,1,1
1634,1,proton,1,1,1,1,1,1,1,0
1635,1,proton,1,1,1,1,1,1,1,1
1636,1,proton,1,1,1,1,1,1,1,1
1636,5,e-,0,0,0,0,0,1,0,0
1637,1,proton,1,1,1,1,1,1,1,1
1638,1,proton,1,1,1,1,1,1,1,1
1638,4,e-,0,0,0,0,0,0,0,1
1639,1,proton,1,1,1,1,1,1,1,1
1639,3,e-,0,0,0,0,0,0,0,1
1640,1,proton,1,1,1,1,1,1,1,1
1641,1,proton,1,1,1,1,1,1,1,1
1642,1,proton,1,1,1,1,1,1,1,1
1643,1,proton,1,1,1,1,1,1,1,1
1643,3,e-,0,0,0,1,1,0,0,0
1644,1,proton,1,1,1,1,1,1,1,1
1645,1,proton,1,1,1,1,1,1,1,1
1645,4,e-,0,0,0,0,1,0,0,0
1646,1,proton,1,1,1,1,1,1,1,1
1646,3,e-,0,0,0,0,0,0,1,0
1647,1,proton,1,1,1,1,1,1,1,1
1647,3,e-,0,0,0,1,0,0,0,0
1648,1,proton,1,1,1,1,1,1,1,0
1648,5,neutron,0,0,0,0,0,0,0,1
1648,6,neutron,0,0,0,0,0,0,0,1
1648,7,pi+,0,0,0,0,0,0,0,1
1648,9,alpha,0,0,0,0,0,0,0,1
1648,10,Li6,0,0,0,0,0,1,1,0
1648,11,e-,0,0,0,0,0,0,1,0
1648,12,e-,0,0,0,0,0,0,1,0
1648,13,e-,0,0,0,0,0,1,0,0
1648,14,e-,0,0,0,0,0,1,0,0
1648,15,e-,0,0,0,0,0,1,0,0
1648,16,e-,0,0,0,0,0,1,0,0
1648,17,e-,0,0,0,0,0,1,0,0
1648,18,e-,0,0,0,0,0,1,0,0
1648,19,e-,0,0,0,0,0,1,0,0
1649,1,proton,1,1,1,1,1,1,1,1
1650,1,proton,1,1,1,1,1,1,1,1
1651,1,proton,1,1,1,1,1,1,1,0
1652,1,proton,1,1,1,1,1,1,1,1
1653,1,proton,1,1,1,1,1,1,1,1
1654,1,proton,1,1,1,1,1,1,1,1
1655,1,proton,1,1,1,1,1,1,1,1
1656,1,proton,1,1,1,1,1,1,1,1
1657,1,proton,1,1,1,1,1,1,1,1
1657,5,e-,0,1,0,0,0,0,0,0
1657,7,e-,0,0,0,0,0,1,0,0
1658,1,proton,1,1,1,1,1,1,1,1
1658,5,e-,0,0,1,0,0,0,0,0
1658,7,e-,0,0,0,0,0,1,1,0
1658,8,e-,0,0,0,0,0,0,1,0
1659,1,proton,1,1,1,1,1,1,1,1
1660,1,proton,1,1,1,1,1,1,1,1
1661,1,proton,1,1,1,1,1,1,1,1
1662,1,proton,1,1,1,1,1,1,1,1
1662,3,e-,0,0,0,0,0,0,0,1
1663,1,proton,1,1,1,1,1,1,1,1
1664,1,proton,1,1,1,1,1,1,1,1
1665,1,proton,1,1,1,1,1,1,1,1
1666,1,proton,1,1,1,1,1,1,1,1
1667,1,proton,1,1,1,1,1,1,1,1
1668,1,proton,1,1,1,1,1,1,1,1
1669,1,proton,1,1,1,1,1,1,1,0
1670,1,proton,1,1,1,1,1,1,1,0
1671,1,proton,1,1,1,1,1,1,1,1
1672,1,proton,1,1,1,1,1,1,1,1
1673,1,proton,1,1,1,1,1,1,1,1
1674,1,proton,1,1,1,1,1,1,1,1
1675,1,proton,1,1,1,1,1,1,1,0
1676,1,proton,1,1,1,1,1,1,1,1
1677,1,proton,1,1,1,1,1,1,1,0
1678,1,proton,1,1,1,1,1,1,1,1
1679,1,proton,1,1,1,1,1,1,1,1
1680,1,proton,1,1,1,1,1,1,1,1
1681,1,proton,1,1,1,1,1,1,1,1
1682,1,proton,1,1,1,1,1,1,1,0
1683,1,proton,1,1,1,1,1,1,1,1
1684,1,proton,1,1,1,1,1,1,1,1
1685,1,proton,1,1,1,1,1,1,1,1
1685,3,e-,0,0,0,0,0,0,0,1
1686,1,proton,1,1,1,1,1,1,1,1
1687,1,proton,1,1,1,1,1,1,1,1
1688,1,proton,1,1,1,1,1,1,1,0
1689,1,proton,1,1,1,0,0,0,0,0
1689,2,proton,0,0,0,1,1,1,1,1
1689,7,neutron,0,0,0,1,1,1,1,1
1689,9,pi+,0,0,0,1,0,0,0,0
1689,10,pi-,0,0,0,1,1,1,1,1
1689,13,gamma,0,0,0,1,0,0,0,0
1689,16,gamma,0,0,0,1,1,0,0,0
1689,17,gamma,0,0,0,1,0,0,0,0
1689,19,pi-,0,0,0,1,1,0,0,0
1689,21,gamma,0,0,0,1,1,0,0,0
1689,22,gamma,0,0,0,1,1,0,0,0
1689,23,pi+,0,0,0,1,1,0,0,0
1689,24,neutron,0,0,0,1,0,0,0,0
1689,28,gamma,0,0,0,1,1,1,1,1
